Previsiones Iniciales cap. 1 a 7;Créditos Iniciales cap. 1 a 7;Estabilidad en Aprobación;DRNs cap. 1 a 7;ORNs cap. 1 a 7;Estabilidad en Ejecución
30.225.536,73;27.602.326,88;32.032.184,60;5.982.579,81;7.789.227,68;-1.806.647,87
